iter	RMSE
412	64.1725897
413	63.91705072
414	63.63543212
415	63.40414437
416	63.24513237
417	63.14627326
418	63.0219998
419	62.84355356
420	62.7764362
421	62.6842877
422	62.65083455
423	62.53313466
424	62.33169275
425	62.20468437
426	61.97184124
427	61.86518821
428	61.77739778
429	61.65357524
430	61.56586953
431	61.3487159
432	61.16313567
433	61.04739102
434	60.95191316
435	60.83479612
436	60.72403252
437	60.58396452
438	60.47959707
439	60.25654229
440	60.03995304
441	59.87077049
442	59.66128536
443	59.50990302
444	59.37495587
445	59.19944586
446	59.00876346
447	58.85136089
448	58.6365049
449	58.53971682
450	58.34238678
451	58.14333977
452	57.93836367
453	57.77630494
454	57.67338845
455	57.5514833
456	57.43200303
457	57.25041463
458	57.10913064
459	57.00321392
460	56.84169241
461	56.7415682
462	56.60670179
463	56.54997492
464	56.42815876
465	56.27245993
466	56.14374845
467	55.86571019
468	55.77515092
469	55.61118972
470	55.39557555
471	55.18465348
472	55.11450582
473	54.93693735
474	54.84240825
475	54.71078624
476	54.55220109
477	54.38607044
478	54.12800812
479	54.10005583
480	54.06148604
481	53.91071864
482	53.81570727
483	53.74104673
484	53.47623903
485	53.41843012
486	53.16642205
487	53.01454618
488	52.90485539
489	52.80459804
490	52.75804259
491	52.62808517
492	52.54470163
493	52.47013778
494	52.29818493
495	52.19279852
496	52.04595031
497	51.7966308
498	51.72123959
499	51.61013791
500	51.50456334
501	51.28682068
502	51.19637702
503	51.0597195
504	50.94401663
505	50.82145002
506	50.66448092
507	50.60114124
508	50.44442299
509	50.34623551
510	50.28340703
511	50.18655662
512	50.04681045
513	50.00545843
514	49.88819985
515	49.78527449
516	49.70685953
517	49.54253435
518	49.46232124
519	49.31811749
520	49.24545175
521	49.15084435
522	49.01385761
523	48.9138114
524	48.69668564
525	48.57732807
526	48.41719251
527	48.18999624
528	48.07800747
529	48.00602948
530	47.86894508
531	47.65262565
532	47.56536976
533	47.46300758
534	47.33683917
535	47.19248889
536	47.13722266
537	46.96925222
538	46.89764289
539	46.73824652
540	46.71592078
541	46.6884334
542	46.58968197
543	46.48896769
544	46.43526786
545	46.28145455
546	46.19074672
547	46.09683466
548	45.99139189
549	45.9296273
550	45.8028396
551	45.7171928
552	45.60761598
553	45.50336617
554	45.42635954
555	45.2707101
556	45.22930204
557	45.14575751
558	45.09731121
559	45.01977975
560	44.88669264
561	44.80733154
562	44.70296284
563	44.62668275
564	44.55935846
565	44.46305438
566	44.41072276
567	44.33209391
568	44.21425718
569	44.14510897
570	44.05739415
571	43.98302401
572	43.9580326
573	43.87654383
574	43.85208166
575	43.8165994
576	43.75158381
577	43.58695807
578	43.53930958
579	43.47148135
580	43.33985059
581	43.26231
582	43.20832121
583	43.14110663
584	43.04308842
585	42.93044582
586	42.8540791
587	42.70759118
588	42.61925704
589	42.5503273
590	42.4280814
591	42.38668412
592	42.34803165
593	42.24898233
594	42.12498733
595	42.08596753
596	42.01450433
597	41.97012851
598	41.90595236
599	41.77866228
600	41.72203405
601	41.58034277
602	41.47180383
603	41.35545143
604	41.24016038
605	41.1350326
606	41.06253243
607	40.95954244
608	40.89035954
609	40.78889616
610	40.76541575
611	40.66101664
612	40.61860303
613	40.50895262
614	40.38143353
615	40.32521563
616	40.21982948
617	40.15335596
618	40.01034839
619	39.94351037
620	39.87702724
621	39.81871221
622	39.7443395
623	39.63742519
624	39.53752064
625	39.38774203
626	39.28253988
627	39.21910698
628	39.12231804
629	39.01141299
630	38.95166048
631	38.87757332
632	38.7786178
633	38.70872386
634	38.64189781
635	38.55584227
636	38.47467203
637	38.36952102
638	38.33199609
639	38.29837124
640	38.19730062
641	38.10134486
642	38.00454477
643	37.92083048
644	37.78969782
645	37.76592691
646	37.67280808
647	37.63801754
648	37.55524526
649	37.47302974
650	37.37529989
651	37.29555633
652	37.23733878
653	37.13303458
654	37.0427659
655	36.95690865
656	36.86231673
657	36.7623661
658	36.7163246
659	36.6527791
660	36.56988776
661	36.50286263
662	36.45989812
663	36.40593294
664	36.30604502
665	36.21983815
666	36.16399271
667	36.08466455
668	35.93614817
669	35.84591019
670	35.78125067
671	35.69266355
672	35.64974985
673	35.60171148
674	35.57513251
675	35.47887396
676	35.36562617
677	35.32153822
678	35.23219131
679	35.12405725
680	35.08074421
681	34.96394658
682	34.91514928
683	34.81104642
684	34.76397548
685	34.64434231
686	34.55445262
687	34.46648756
688	34.41706368
689	34.332203
690	34.25608461
691	34.17623051
692	34.15601822
693	34.0634471
694	33.98825027
695	33.89992284
696	33.82018454
697	33.76108648
698	33.69860906
699	33.61556718
700	33.56741852
701	33.51239379
702	33.43953237
703	33.34460829
704	33.28776037
705	33.2128784
706	33.18433516
707	33.11124025
708	33.05115922
709	33.02054033
710	32.99890242
711	32.92819011
712	32.89639456
713	32.83400325
714	32.77261207
715	32.69850882
716	32.66296654
717	32.61002248
718	32.57813082
719	32.51002685
720	32.46628481
721	32.39969713
722	32.37328865
723	32.3189112
724	32.28026524
725	32.22532265
726	32.1574149
727	32.12668301
728	32.03542238
729	31.96756801
730	31.88840245
731	31.83101592
732	31.79795027
733	31.77547045
734	31.72904551
735	31.62270211
736	31.55483006
737	31.52572189
738	31.49034578
739	31.41822877
740	31.37230039
741	31.30965048
742	31.25069734
743	31.18986357
744	31.12930549
745	31.10726838
746	31.08431184
747	31.02677118
748	30.95263555
749	30.92352642
750	30.88213188
751	30.81737999
752	30.77066229
753	30.72371582
754	30.68026529
755	30.62856165
756	30.60491667
757	30.57790735
758	30.51628315
759	30.4173874
760	30.3368994
761	30.28849522
762	30.25561537
763	30.22861153
764	30.14400748
765	30.10445734
766	30.06496033
767	30.03618458
768	29.94316631
769	29.89314355
770	29.82941219
771	29.79058582
772	29.72987071
773	29.66601335
774	29.60281929
775	29.54331112
776	29.44990697
777	29.40106023
778	29.36078296
779	29.32272744
780	29.30475407
781	29.27901785
782	29.20726556
783	29.13404537
784	29.09703917
785	29.06476592
786	28.97869633
787	28.89300074
788	28.85651766
789	28.77543922
790	28.73045062
791	28.69566543
792	28.58692015
793	28.56987373
794	28.51315171
795	28.44445218
796	28.43235595
797	28.38395152
798	28.31900975
799	28.30266514
800	28.26212647
801	28.23625528
802	28.17130746
803	28.1122448
804	28.07859589
805	28.06008435
806	27.98743054
807	27.96236327
808	27.92631982
809	27.87102545
810	27.81191359
811	27.70964345
812	27.62707053
813	27.59703707
814	27.5360806
815	27.44953996
816	27.43351828
817	27.38596871
818	27.30607658
819	27.26958616
820	27.18679178
821	27.12374109
822	27.09677577
823	27.04920248
824	27.00991684
825	26.9837054
826	26.91820199
827	26.91060003
828	26.89621411
829	26.84634484
830	26.80694159
831	26.76464695
832	26.70478661
833	26.64663295
834	26.63961553
835	26.58936929
836	26.55755026
837	26.51323306
838	26.45855015
839	26.41632084
840	26.38000426
841	26.30727189
842	26.27541897
843	26.21635854
844	26.15385125
845	26.11538812
846	26.07205597
847	26.04441466
848	26.01198808
849	25.9641753
850	25.93852618
851	25.88373223
852	25.86869373
853	25.8344979
854	25.79715514
855	25.70987177
856	25.65977127
857	25.59708966
858	25.52834368
859	25.49125698
860	25.45894921
861	25.41952407
862	25.39795979
863	25.35619602
864	25.32293294
865	25.2957391
866	25.25113882
867	25.20304897
868	25.12597769
869	25.10995673
870	25.08278198
871	25.00628481
872	24.94897961
873	24.92975816
874	24.8544217
875	24.81979973
876	24.75325945
877	24.69901443
878	24.66144145
879	24.63213785
880	24.56846959
881	24.52391481
882	24.48668904
883	24.42662872
884	24.39819723
885	24.36058202
886	24.30620333
887	24.25478774
888	24.21638971
889	24.15901487
890	24.1338177
891	24.08880399
892	24.05880103
893	24.04059005
894	23.9681449
895	23.94122076
896	23.89016299
897	23.8147786
898	23.77532263
899	23.74042341
900	23.69748253
901	23.64938189
902	23.61112541
903	23.57106721
904	23.55566924
905	23.50766261
906	23.50160316
907	23.48169712
908	23.43217868
909	23.39692693
910	23.32746069
911	23.26838955
912	23.24694575
913	23.21666491
914	23.16673774
915	23.11598774
916	23.07185987
917	23.04187898
918	23.00177234
919	22.9645923
920	22.93025516
921	22.9132648
922	22.85167105
923	22.79484694
924	22.78267437
925	22.77392164
926	22.74328434
927	22.69929846
928	22.65431933
929	22.61385721
930	22.58409032
931	22.50757447
932	22.50104845
933	22.46812061
934	22.43717279
935	22.40178706
936	22.35380089
937	22.30706598
938	22.28299233
939	22.23442416
940	22.22932543
941	22.20480182
942	22.17347293
943	22.14765295
944	22.09979825
945	22.08475458
946	22.0380523
947	21.99239211
948	21.94887734
949	21.91711813
950	21.8864382
951	21.86012324
952	21.82693339
953	21.79034935
954	21.75207658
955	21.6828012
956	21.65825368
957	21.58901944
958	21.56523314
959	21.53329676
960	21.48508895
961	21.46521497
962	21.44461683
963	21.3797714
964	21.35168117
965	21.30036268
966	21.27346082
967	21.23323098
968	21.20826777
969	21.1800092
970	21.12407514
971	21.1109917
972	21.09113254
973	21.06799967
974	21.0496931
975	21.03280643
976	20.99771914
977	20.96793737
978	20.95596169
979	20.89958558
980	20.8556046
981	20.83241113
982	20.81435303
983	20.77538037
984	20.73040963
985	20.70214331
986	20.65742428
987	20.63491821
988	20.58225142
989	20.55418124
990	20.50422194
991	20.49273977
992	20.46707572
993	20.42431717
994	20.39967722
995	20.38066007
996	20.33378234
997	20.30336984
998	20.28223977
999	20.23751275
1000	20.21163979
1001	20.19701376
1002	20.17023949
1003	20.14238654
1004	20.08448302
1005	20.05303011
1006	20.01323512
1007	19.98668474
1008	19.96397552
1009	19.94062269
1010	19.91614749
1011	19.88804547
1012	19.87640368
1013	19.83152044
1014	19.82217661
1015	19.80685089
1016	19.74752195
1017	19.71142205
1018	19.65394437
1019	19.6360474
1020	19.59345847
1021	19.56701935
1022	19.53160882
1023	19.51333085
1024	19.48441459
1025	19.44711131
1026	19.43562986
1027	19.42473641
1028	19.39052583
1029	19.34559639
1030	19.32700092
1031	19.31486998
1032	19.28531455
1033	19.27395802
1034	19.23419874
1035	19.21574989
1036	19.19266165
1037	19.1759318
1038	19.16351575
1039	19.1554832
1040	19.13489883
1041	19.11204589
1042	19.08136599
1043	19.04085504
1044	19.01604403
1045	18.96684869
1046	18.92046353
1047	18.86507392
1048	18.84686319
1049	18.83745356
1050	18.82402549
1051	18.78358975
1052	18.75764952
1053	18.72533679
1054	18.69895318
1055	18.67522926
1056	18.6687843
1057	18.65402929
1058	18.63275169
1059	18.59560185
1060	18.55693437
1061	18.50508264
1062	18.48431466
1063	18.46364268
1064	18.44235618
1065	18.43689843
1066	18.41073901
1067	18.38467291
1068	18.36804406
1069	18.33042998
1070	18.27445152
1071	18.24283255
1072	18.22190119
1073	18.1758897
1074	18.13322353
1075	18.10089436
1076	18.03549529
1077	17.99904902
1078	17.96180977
1079	17.92338962
1080	17.90784201
1081	17.85916244
1082	17.83706017
1083	17.80410364
1084	17.78296761
1085	17.75723362
1086	17.75177535
1087	17.74826709
1088	17.71804941
1089	17.69375763
1090	17.65795846
1091	17.61601275
1092	17.59806981
1093	17.58841439
1094	17.54065738
1095	17.52053961
1096	17.48011933
1097	17.44411881
1098	17.42572348
1099	17.38878988
1100	17.34166729
1101	17.30067385
1102	17.26737716
1103	17.24359089
1104	17.21135974
1105	17.20006619
1106	17.16316425
1107	17.13659986
1108	17.13111208
1109	17.1124066
1110	17.08662895
1111	17.04876437
1112	17.01388539
1113	16.98041969
1114	16.97340874
1115	16.95650732
1116	16.92813561
1117	16.89942467
1118	16.87509572
1119	16.86468302
1120	16.83128281
1121	16.78707277
1122	16.75227254
1123	16.71611334
1124	16.70019938
1125	16.67149421
1126	16.6420633
1127	16.6161852
1128	16.57551884
1129	16.57135372
1130	16.55245941
1131	16.53815539
1132	16.51311867
1133	16.49732394
1134	16.47973576
1135	16.47219676
1136	16.43041582
1137	16.40685062
1138	16.38905006
1139	16.38199145
1140	16.366418
1141	16.35641844
1142	16.31960633
1143	16.29207582
1144	16.2622904
1145	16.22705205
1146	16.1824196
1147	16.13884061
1148	16.08596489
1149	16.06868787
1150	16.05088646
1151	16.02203493
1152	16.01387955
1153	15.98610608
1154	15.97562175
1155	15.96831888
1156	15.94166904
1157	15.91662646
1158	15.89265745
1159	15.85495047
1160	15.83863782
1161	15.8235854
1162	15.80649568
1163	15.7907054
1164	15.7752259
1165	15.74797288
1166	15.73971987
1167	15.70101489
1168	15.68632713
1169	15.64711303
1170	15.62787816
1171	15.59051029
1172	15.56258952
1173	15.55105364
1174	15.52658285
1175	15.51570999
1176	15.47524442
1177	15.46625311
1178	15.45483072
1179	15.44950008
1180	15.42606584
1181	15.40060952
1182	15.34656318
1183	15.33282519
1184	15.31381263
1185	15.30268098
1186	15.29021923
1187	15.27070206
1188	15.26276278
1189	15.23150551
1190	15.20195305
1191	15.18274625
1192	15.17584758
1193	15.1495914
1194	15.11128687
1195	15.08967376
1196	15.07208061
1197	15.05337474
1198	15.02175049
1199	14.99182663
